work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,Statistician,Analysis ,INR,175832,2356.1488,JP,EN,FL,Remote,IN,L
2022,AI Engineer,CV/AI,EUR,171898,183930.86000000002,DE,EX,FL,In-person,DE,M
2020,Statistician,Analysis ,INR,116821,1577.0835,CN,EN,FL,Hybrid,IN,L
2020,Data Scientist,Data Science,us dolars,75775,75775.0,JP,MI,CT,Remote,US,M
2020,Data Analyst,Analysis,us dolars,156546,156546.0,JP,EX,FT,In-person,CN,S
2020,Data Engineer,Data Engineer,us dolars,144090,144090.0,JP,SE,FT,In-person,MX,M
2021,Data Analyst,Analysis,us dolars,104676,104676.0,JP,SE,PT,Remote,CN,S
2020,Data Analyst,Analysis,us dolars,36798,36798.0,JP,EN,FT,In-person,CN,L
2022,Data Scientist,Data Science,us dolars,107160,107160.0,US,SE,FT,Hybrid,MX,L
2022,Statistician,Analysis ,GBP,107751,132533.73,UK,SE,CT,In-person,UK,M
2020,Machine Learning,ML/AI,us dolars,70888,70888.0,DE,MI,PT,In-person,US,S
2020,Data Analyst,Analysis,INR,79047,1067.1345,DE,EN,FT,Remote,IN,M
2022,Statistician,Analysis ,INR,139640,1745.5,US,EN,FL,Hybrid,IN,L
2022,AI Engineer,CV/AI,us dolars,132614,132614.0,CN,SE,PT,In-person,MX,L
2021,Data Analyst,Analysis,INR,75955,1017.797,US,EN,PT,In-person,IN,S
2022,AI Engineer,CV/AI,EUR,163054,174467.78,MX,EX,PT,Hybrid,DE,S
2021,Statistician,Analysis ,JPY,194936,1773.9176,JP,EN,FL,In-person,JP,S
2021,Data Engineer,Data Engineer,us dolars,151298,151298.0,UK,EX,FT,Remote,US,L
2021,Statistician,Analysis ,us dolars,115490,115490.0,DE,SE,FL,In-person,CN,S
2021,Data Scientist,Data Science,INR,69265,928.1510000000001,CN,EN,PT,Remote,IN,M
2021,Deep Learning,DL/AI,us dolars,76313,76313.0,IN,MI,PT,Hybrid,MX,M
2020,Data Engineer,Data Engineer,GBP,74350,96655.0,US,MI,CT,In-person,UK,S
2022,Deep Learning,DL/AI,EUR,176450,188801.5,IN,EX,CT,Hybrid,DE,S
2021,Deep Learning,DL/AI,JPY,139168,1266.4288000000001,DE,EN,CT,Hybrid,JP,S
2022,Data Analyst,Analysis,INR,57924,724.0500000000001,US,EN,CT,Hybrid,IN,L
2022,Data Scientist,Data Science,us dolars,112593,112593.0,DE,SE,PT,Remote,CN,M
2021,Deep Learning,DL/AI,us dolars,147490,147490.0,US,SE,FL,In-person,US,S
2020,Statistician,Analysis ,GBP,37312,48505.6,CN,EN,CT,Remote,UK,M
2021,Statistician,Analysis ,us dolars,60353,60353.0,DE,MI,FL,Hybrid,CN,L
2020,Data Analyst,Analysis,EUR,143744,169617.91999999998,MX,EX,CT,Hybrid,DE,L
2022,Data Scientist,Data Science,us dolars,46192,46192.0,IN,EN,FT,In-person,US,S
2020,Data Scientist,Data Science,us dolars,178522,178522.0,UK,EX,CT,Hybrid,MX,S
2020,Statistician,Analysis ,us dolars,166504,166504.0,CN,EX,FL,In-person,US,S
2020,Data Engineer,Data Engineer,EUR,126548,149326.63999999998,MX,SE,CT,In-person,DE,S
2022,Data Analyst,Analysis,us dolars,128991,128991.0,CN,SE,FT,Remote,MX,S
2022,Data Analyst,Analysis,us dolars,108711,108711.0,US,SE,FL,In-person,US,S
2020,Statistician,Analysis ,us dolars,171367,171367.0,IN,EX,FL,In-person,MX,M
2020,Statistician,Analysis ,us dolars,36774,36774.0,DE,EN,FL,Hybrid,MX,L
2021,Data Engineer,Data Engineer,GBP,145107,200247.65999999997,IN,EX,PT,Hybrid,UK,L
2020,Data Engineer,Data Engineer,GBP,173262,225240.6,CN,EX,FL,Remote,UK,M
2021,Data Scientist,Data Science,us dolars,192358,192358.0,US,EX,PT,In-person,MX,M
2020,Data Analyst,Analysis,us dolars,102427,102427.0,IN,SE,FT,In-person,US,S
2021,Data Analyst,Analysis,INR,117513,1574.6742000000002,MX,EN,FL,Remote,IN,S
2022,Statistician,Analysis ,us dolars,94014,94014.0,DE,MI,FL,Hybrid,US,S
2020,Data Scientist,Data Science,INR,85256,1150.956,JP,EN,FL,In-person,IN,L
2020,Data Analyst,Analysis,us dolars,128743,128743.0,CN,SE,FT,Remote,US,M
2020,Data Scientist,Data Science,us dolars,121190,121190.0,UK,SE,PT,Hybrid,CN,M
2020,Data Scientist,Data Science,JPY,81715,768.121,UK,EN,CT,Remote,JP,M
2021,Statistician,Analysis ,GBP,37466,51703.079999999994,CN,MI,FT,Remote,UK,M
2020,Data Scientist,Data Science,us dolars,47637,47637.0,JP,EN,FT,In-person,US,S
2022,Data Engineer,Data Engineer,GBP,160424,197321.52,US,EX,FT,Hybrid,UK,S
2022,Data Engineer,Data Engineer,EUR,98745,105657.15000000001,IN,SE,PT,In-person,DE,S
2020,AI Engineer,CV/AI,JPY,66317,623.3798,IN,EN,PT,In-person,JP,S
2022,Statistician,Analysis ,INR,164150,2051.875,JP,EN,PT,Hybrid,IN,L
2020,AI Engineer,CV/AI,EUR,188371,222277.78,MX,EX,PT,Hybrid,DE,S
2020,Data Engineer,Data Engineer,JPY,33543,315.30420000000004,JP,EN,PT,In-person,JP,S
2022,AI Engineer,CV/AI,EUR,152790,163485.30000000002,DE,EX,FL,In-person,DE,L
2020,Statistician,Analysis ,GBP,81052,105367.6,DE,SE,CT,Hybrid,UK,M
2022,Statistician,Analysis ,us dolars,52064,52064.0,UK,MI,CT,Hybrid,CN,M
2021,Data Scientist,Data Science,JPY,102287,930.8117000000001,US,EN,PT,Hybrid,JP,S
2020,Data Analyst,Analysis,EUR,110442,130321.56,US,SE,PT,Remote,DE,M
2021,Data Scientist,Data Science,INR,150550,2017.3700000000001,MX,EN,FL,Hybrid,IN,L
2022,Statistician,Analysis ,JPY,44425,382.055,JP,EN,PT,In-person,JP,L
2021,Data Engineer,Data Engineer,JPY,81481,741.4771000000001,UK,EN,FL,Remote,JP,S
2021,Data Engineer,Data Engineer,EUR,107347,130963.34,UK,SE,FL,In-person,DE,L
2022,Data Scientist,Data Science,us dolars,102317,102317.0,DE,SE,FT,Remote,CN,M
2021,Statistician,Analysis ,us dolars,80530,80530.0,IN,MI,FT,Hybrid,MX,S
2021,Data Engineer,Data Engineer,us dolars,111099,111099.0,MX,SE,PT,In-person,MX,S
2022,Statistician,Analysis ,us dolars,55888,55888.0,US,MI,FL,In-person,MX,S
2021,Data Engineer,Data Engineer,us dolars,188563,188563.0,MX,EX,PT,In-person,MX,M
2022,Statistician,Analysis ,us dolars,193424,193424.0,UK,EX,FT,Hybrid,US,L
2021,AI Engineer,CV/AI,INR,182748,2448.8232000000003,DE,EN,FT,Hybrid,IN,M
2022,Statistician,Analysis ,INR,95836,1197.95,DE,EN,FT,In-person,IN,S
2022,Statistician,Analysis ,us dolars,198535,198535.0,DE,EX,FT,Remote,MX,L
2021,Data Scientist,Data Science,EUR,140478,171383.16,MX,EX,FT,In-person,DE,S
2021,Deep Learning,DL/AI,us dolars,78990,78990.0,IN,MI,PT,In-person,CN,M
2021,Data Analyst,Analysis,GBP,116544,160830.72,UK,EX,PT,In-person,UK,S
2020,Data Scientist,Data Science,GBP,93627,121715.1,JP,SE,FT,Hybrid,UK,M
2020,Data Analyst,Analysis,us dolars,181293,181293.0,JP,EX,PT,Remote,MX,S
2020,Data Engineer,Data Engineer,us dolars,158345,158345.0,DE,EX,FT,Hybrid,US,S
2022,Data Analyst,Analysis,us dolars,102843,102843.0,DE,SE,FT,Hybrid,US,S
2021,Statistician,Analysis ,EUR,59251,72286.22,IN,MI,FT,Hybrid,DE,M
2022,Data Analyst,Analysis,us dolars,104418,104418.0,DE,SE,PT,Remote,CN,M
2020,Data Scientist,Data Science,GBP,82620,107406.0,CN,SE,PT,Hybrid,UK,M
2021,Data Scientist,Data Science,INR,40040,536.5360000000001,UK,EN,FL,Hybrid,IN,M
2022,Data Analyst,Analysis,us dolars,167041,167041.0,DE,EX,PT,Hybrid,CN,M
2021,Data Scientist,Data Science,GBP,43162,59563.56,DE,MI,PT,Remote,UK,L
2022,Data Scientist,Data Science,us dolars,95435,95435.0,UK,MI,CT,Remote,CN,S
2021,Data Analyst,Analysis,EUR,148504,181174.88,US,EX,FT,In-person,DE,S
2020,Machine Learning,ML/AI,GBP,104667,136067.1,CN,SE,FT,Hybrid,UK,L
2020,Machine Learning,ML/AI,JPY,158658,1491.3852000000002,CN,EN,PT,Hybrid,JP,L
2021,Data Engineer,Data Engineer,us dolars,35037,35037.0,JP,EN,PT,Remote,MX,S
2022,Data Scientist,Data Science,EUR,90526,96862.82,DE,MI,FL,In-person,DE,S
2020,Data Analyst,Analysis,JPY,117914,1108.3916000000002,UK,EN,CT,Hybrid,JP,S
2020,Data Scientist,Data Science,us dolars,175765,175765.0,JP,EX,FT,In-person,CN,S
2020,Statistician,Analysis ,EUR,122162,144151.16,MX,SE,FT,In-person,DE,S
2021,Data Scientist,Data Science,INR,89090,1193.806,MX,EN,PT,Hybrid,IN,S
2021,Data Scientist,Data Science,EUR,163523,199498.06,IN,EX,PT,In-person,DE,S
2022,Deep Learning,DL/AI,EUR,95560,102249.20000000001,MX,SE,CT,In-person,DE,L
2022,Data Analyst,Analysis,us dolars,167034,167034.0,MX,EX,FT,In-person,MX,M
2022,Data Scientist,Data Science,EUR,119552,127920.64000000001,US,SE,CT,In-person,DE,S
2021,AI Engineer,CV/AI,EUR,46444,56661.68,DE,MI,FT,In-person,DE,L
2021,Data Engineer,Data Engineer,us dolars,70443,70443.0,US,MI,PT,In-person,US,M
2022,Deep Learning,DL/AI,JPY,177578,1527.1708,DE,EN,CT,Remote,JP,S
2022,AI Engineer,CV/AI,EUR,199456,213417.92,DE,EX,FL,In-person,DE,L
2021,AI Engineer,CV/AI,EUR,127229,155219.38,DE,EX,PT,In-person,DE,M
2022,Data Scientist,Data Science,us dolars,142314,142314.0,US,SE,FL,In-person,CN,S
2020,Data Scientist,Data Science,us dolars,54248,54248.0,CN,MI,FL,Remote,US,S
2021,Data Engineer,Data Engineer,GBP,157521,217378.97999999998,IN,EX,FL,Remote,UK,L
2022,Statistician,Analysis ,us dolars,98008,98008.0,CN,MI,FT,In-person,CN,S
2021,Statistician,Analysis ,us dolars,90309,90309.0,UK,MI,FL,Remote,CN,L
2020,Statistician,Analysis ,us dolars,73237,73237.0,UK,MI,FT,Remote,MX,S
2021,Data Engineer,Data Engineer,us dolars,156967,156967.0,MX,EX,CT,In-person,MX,L
2021,Statistician,Analysis ,us dolars,196804,196804.0,CN,EX,PT,Remote,US,M
2021,Statistician,Analysis ,us dolars,38104,38104.0,IN,EN,FT,Remote,US,L
2021,Deep Learning,DL/AI,us dolars,113230,113230.0,MX,SE,FT,In-person,MX,S
2020,Data Scientist,Data Science,us dolars,120266,120266.0,IN,SE,CT,Hybrid,US,S
2021,Data Scientist,Data Science,us dolars,64980,64980.0,DE,MI,CT,In-person,CN,S
2021,AI Engineer,CV/AI,us dolars,104990,104990.0,DE,SE,PT,Remote,CN,L
2022,AI Engineer,CV/AI,us dolars,39554,39554.0,UK,EN,CT,Remote,MX,S
2021,Machine Learning,ML/AI,EUR,121049,147679.78,DE,SE,FT,In-person,DE,L
2022,Data Scientist,Data Science,us dolars,192057,192057.0,MX,EX,PT,Remote,US,L
2020,Statistician,Analysis ,us dolars,78167,78167.0,DE,MI,PT,In-person,US,S
2020,Deep Learning,DL/AI,us dolars,97238,97238.0,IN,MI,PT,Hybrid,MX,S
2020,Data Engineer,Data Engineer,us dolars,47038,47038.0,US,EN,FL,Remote,CN,M
2020,AI Engineer,CV/AI,us dolars,183291,183291.0,CN,EX,FL,In-person,CN,S
2022,Data Analyst,Analysis,us dolars,165343,165343.0,JP,EX,FT,Hybrid,US,S
2021,Machine Learning,ML/AI,EUR,57397,70024.34,JP,MI,FL,Remote,DE,S
2020,Data Scientist,Data Science,INR,104491,1410.6285,DE,EN,CT,Hybrid,IN,L
2021,Machine Learning,ML/AI,INR,59602,798.6668000000001,DE,EN,PT,Hybrid,IN,L
2022,Data Analyst,Analysis,GBP,84471,103899.33,CN,SE,FT,In-person,UK,S
2022,Data Engineer,Data Engineer,EUR,127081,135976.67,JP,SE,CT,Hybrid,DE,M
2022,Statistician,Analysis ,us dolars,53116,53116.0,IN,MI,PT,In-person,CN,L
2020,AI Engineer,CV/AI,us dolars,36674,36674.0,JP,EN,CT,Hybrid,US,L
2021,Data Analyst,Analysis,us dolars,178541,178541.0,JP,EX,FL,In-person,MX,L
2021,Data Analyst,Analysis,us dolars,35446,35446.0,MX,EN,CT,In-person,US,M
2021,Data Engineer,Data Engineer,us dolars,154809,154809.0,JP,EX,FL,In-person,US,L
2022,Data Scientist,Data Science,INR,50760,634.5,DE,EN,CT,In-person,IN,L
2020,Machine Learning,ML/AI,us dolars,31963,31963.0,MX,EN,FT,In-person,MX,M
2022,Data Analyst,Analysis,us dolars,138281,138281.0,DE,SE,FL,Hybrid,CN,M
2022,Data Engineer,Data Engineer,us dolars,188334,188334.0,CN,EX,FL,Hybrid,MX,L
2021,Statistician,Analysis ,us dolars,35177,35177.0,JP,EN,PT,Hybrid,US,S
2022,Data Analyst,Analysis,us dolars,41160,41160.0,DE,EN,FL,Hybrid,US,S
2021,Data Engineer,Data Engineer,INR,132876,1780.5384000000001,CN,EN,PT,In-person,IN,M
2020,Data Scientist,Data Science,us dolars,37543,37543.0,JP,EN,FL,Remote,US,L
2021,Data Scientist,Data Science,us dolars,137211,137211.0,IN,SE,FL,Hybrid,MX,M
2020,Data Analyst,Analysis,GBP,69278,90061.40000000001,DE,MI,FL,Hybrid,UK,M
2021,Data Analyst,Analysis,us dolars,190679,190679.0,US,EX,FL,Hybrid,CN,S
2022,AI Engineer,CV/AI,us dolars,178293,178293.0,CN,EX,PT,In-person,MX,M
2022,Data Engineer,Data Engineer,JPY,164395,1413.797,DE,EN,FT,Hybrid,JP,M
2020,Data Analyst,Analysis,us dolars,82105,82105.0,IN,MI,CT,Hybrid,MX,L
2020,Machine Learning,ML/AI,us dolars,106151,106151.0,IN,SE,FL,Remote,MX,L
2020,Machine Learning,ML/AI,GBP,96968,126058.40000000001,DE,SE,FL,In-person,UK,M
2021,Data Analyst,Analysis,EUR,184310,224858.19999999998,UK,EX,FT,Remote,DE,M
2021,Data Scientist,Data Science,us dolars,93830,93830.0,CN,MI,PT,Hybrid,MX,L
2020,Data Engineer,Data Engineer,GBP,103967,135157.1,JP,SE,CT,In-person,UK,S
2022,Data Engineer,Data Engineer,GBP,169402,208364.46,JP,EX,FT,Hybrid,UK,L
2021,Data Scientist,Data Science,us dolars,38611,38611.0,IN,EN,FT,Hybrid,MX,L
2021,Data Analyst,Analysis,us dolars,43872,43872.0,DE,EN,FT,In-person,MX,L
2021,Data Engineer,Data Engineer,INR,79455,1064.6970000000001,UK,EN,FT,Remote,IN,L
2020,Data Analyst,Analysis,EUR,64930,76617.4,CN,MI,FL,In-person,DE,L
2020,Data Analyst,Analysis,us dolars,102022,102022.0,US,SE,CT,In-person,MX,S
2020,Machine Learning,ML/AI,us dolars,92714,92714.0,JP,MI,FL,Remote,CN,L
2020,Data Scientist,Data Science,us dolars,154906,154906.0,MX,EX,FT,In-person,MX,L
2020,Data Analyst,Analysis,us dolars,138722,138722.0,CN,SE,CT,In-person,CN,S
2022,Statistician,Analysis ,GBP,96704,118945.92,CN,SE,FT,Remote,UK,M
2022,Data Scientist,Data Science,JPY,30415,261.569,UK,EN,PT,In-person,JP,S
2020,Data Engineer,Data Engineer,GBP,106441,138373.30000000002,CN,SE,FT,In-person,UK,L
2021,Deep Learning,DL/AI,us dolars,141736,141736.0,JP,SE,FT,Remote,US,M
2020,Data Engineer,Data Engineer,INR,100779,1360.5165,DE,EN,PT,Remote,IN,S
2022,Data Engineer,Data Engineer,us dolars,118444,118444.0,JP,SE,FL,Remote,US,M
2022,Data Scientist,Data Science,EUR,134448,143859.36000000002,US,SE,CT,Remote,DE,S
2021,Data Engineer,Data Engineer,EUR,39888,48663.36,DE,EN,FT,In-person,DE,S
2022,Data Analyst,Analysis,INR,154790,1934.875,IN,EN,FT,In-person,IN,S
2020,Data Engineer,Data Engineer,GBP,88765,115394.5,UK,SE,PT,In-person,UK,M
2021,Deep Learning,DL/AI,EUR,45935,56040.7,JP,MI,CT,In-person,DE,M
2020,AI Engineer,CV/AI,JPY,103002,968.2188,DE,EN,PT,Hybrid,JP,M
2020,Statistician,Analysis ,us dolars,110631,110631.0,CN,SE,FT,Remote,MX,L
2021,Deep Learning,DL/AI,INR,31320,419.688,DE,EN,FL,In-person,IN,S
2020,Data Engineer,Data Engineer,us dolars,76032,76032.0,JP,MI,FL,Hybrid,US,L
2022,Machine Learning,ML/AI,JPY,107763,926.7618,IN,EN,CT,Remote,JP,S
2020,Data Scientist,Data Science,us dolars,178979,178979.0,JP,EX,FT,In-person,MX,L
2021,AI Engineer,CV/AI,us dolars,68002,68002.0,IN,MI,PT,Hybrid,MX,L
2021,Data Analyst,Analysis,us dolars,68912,68912.0,CN,MI,FT,In-person,CN,S
2021,Data Scientist,Data Science,INR,30552,409.39680000000004,JP,EN,PT,Hybrid,IN,L
2020,Statistician,Analysis ,JPY,50140,471.31600000000003,DE,EN,PT,In-person,JP,M
2021,Data Analyst,Analysis,us dolars,115591,115591.0,US,SE,CT,In-person,MX,S
2021,Data Engineer,Data Engineer,INR,63367,849.1178,US,EN,PT,Hybrid,IN,S
2020,Data Engineer,Data Engineer,us dolars,54061,54061.0,CN,MI,CT,In-person,US,L
2022,Data Engineer,Data Engineer,GBP,126590,155705.7,MX,EX,FL,In-person,UK,S
2020,Data Analyst,Analysis,INR,72124,973.674,MX,EN,CT,Remote,IN,S
2021,Data Analyst,Analysis,EUR,163054,198925.88,DE,EX,CT,In-person,DE,L
2021,Data Analyst,Analysis,us dolars,146322,146322.0,US,SE,CT,In-person,US,S
2020,Data Scientist,Data Science,us dolars,136134,136134.0,CN,SE,FL,Hybrid,US,M
2022,Data Scientist,Data Science,JPY,65765,565.579,IN,EN,CT,In-person,JP,M
2021,Data Engineer,Data Engineer,EUR,112606,137379.32,DE,SE,PT,In-person,DE,M
2021,Machine Learning,ML/AI,JPY,126422,1150.4402,MX,EN,PT,Hybrid,JP,S
2021,Data Engineer,Data Engineer,us dolars,139910,139910.0,IN,SE,CT,Remote,CN,S
2020,Statistician,Analysis ,us dolars,84681,84681.0,DE,MI,PT,Remote,US,S
2021,Data Scientist,Data Science,INR,92349,1237.4766,IN,EN,CT,In-person,IN,S
2022,Data Analyst,Analysis,us dolars,130063,130063.0,IN,SE,FL,In-person,CN,L
2021,Data Scientist,Data Science,EUR,93474,114038.28,US,SE,PT,Hybrid,DE,L
2021,Data Analyst,Analysis,us dolars,190585,190585.0,DE,EX,CT,In-person,US,S
2022,Statistician,Analysis ,us dolars,52592,52592.0,JP,MI,FT,Hybrid,MX,L
2021,Statistician,Analysis ,EUR,142196,173479.12,US,EX,FL,Remote,DE,M
2020,Data Scientist,Data Science,us dolars,53618,53618.0,IN,MI,FT,Remote,CN,S
2020,Data Analyst,Analysis,INR,81632,1102.032,IN,EN,CT,In-person,IN,S
2020,Statistician,Analysis ,GBP,176481,229425.30000000002,MX,EX,PT,Hybrid,UK,S
2022,Data Engineer,Data Engineer,JPY,39529,339.9494,JP,EN,CT,In-person,JP,L
2021,Data Engineer,Data Engineer,us dolars,152164,152164.0,MX,EX,PT,In-person,MX,M
2020,Data Analyst,Analysis,JPY,54154,509.04760000000005,JP,EN,CT,In-person,JP,S
2022,Data Scientist,Data Science,us dolars,62882,62882.0,IN,MI,CT,Remote,CN,L
2021,Statistician,Analysis ,us dolars,74917,74917.0,JP,MI,PT,Remote,US,S
2022,Data Scientist,Data Science,us dolars,112488,112488.0,UK,SE,PT,Hybrid,US,S
2020,Data Engineer,Data Engineer,INR,45701,616.9635,MX,EN,CT,In-person,IN,L
2020,Statistician,Analysis ,us dolars,98225,98225.0,MX,MI,FT,Hybrid,US,M
2020,Data Scientist,Data Science,us dolars,149278,149278.0,US,SE,FL,In-person,US,S
2022,Deep Learning,DL/AI,us dolars,32988,32988.0,DE,EN,FT,Remote,US,L
2022,Data Analyst,Analysis,EUR,65919,70533.33,MX,MI,FT,Remote,DE,S
2020,Data Analyst,Analysis,EUR,39013,46035.34,JP,EN,FT,Remote,DE,S
2022,Machine Learning,ML/AI,GBP,164646,202514.58,JP,EX,FT,In-person,UK,S
2020,Data Engineer,Data Engineer,EUR,37838,44648.84,UK,EN,PT,Hybrid,DE,M
2020,Statistician,Analysis ,us dolars,61368,61368.0,DE,MI,FT,Hybrid,MX,M
2021,Data Analyst,Analysis,us dolars,62228,62228.0,UK,MI,FL,In-person,MX,M
2022,Machine Learning,ML/AI,JPY,76097,654.4342,DE,EN,PT,In-person,JP,M
2020,Deep Learning,DL/AI,us dolars,189711,189711.0,MX,EX,FT,In-person,MX,L
2020,Data Engineer,Data Engineer,us dolars,175895,175895.0,MX,EX,PT,Hybrid,CN,M
2022,Data Engineer,Data Engineer,GBP,184582,227035.86,US,EX,FT,Hybrid,UK,S
2021,Data Scientist,Data Science,us dolars,159802,159802.0,JP,EX,FT,Hybrid,US,L
2021,Data Analyst,Analysis,JPY,68333,621.8303000000001,US,EN,FL,In-person,JP,S
2020,Data Scientist,Data Science,GBP,34435,44765.5,DE,EN,PT,Remote,UK,M
2022,Deep Learning,DL/AI,us dolars,68418,68418.0,JP,MI,PT,Remote,CN,S
2021,Statistician,Analysis ,GBP,87955,121377.9,MX,SE,CT,Hybrid,UK,S
2022,Statistician,Analysis ,JPY,89507,769.7602,UK,EN,FT,Remote,JP,S
2022,Data Engineer,Data Engineer,GBP,81033,99670.59,MX,MI,FT,In-person,UK,S
2020,Statistician,Analysis ,JPY,102972,967.9368000000001,MX,EN,FL,In-person,JP,M
2021,Statistician,Analysis ,GBP,132012,182176.56,IN,EX,FL,Hybrid,UK,S
2020,Statistician,Analysis ,GBP,77219,100384.7,UK,SE,PT,In-person,UK,S
2021,AI Engineer,CV/AI,us dolars,195549,195549.0,IN,EX,FL,In-person,MX,S
2021,Statistician,Analysis ,GBP,176595,243701.09999999998,UK,EX,PT,In-person,UK,S
2021,Statistician,Analysis ,JPY,62326,567.1666,DE,EN,FT,In-person,JP,M
2021,Statistician,Analysis ,GBP,142626,196823.87999999998,US,EX,FT,In-person,UK,S
2021,Data Scientist,Data Science,us dolars,161197,161197.0,IN,EX,PT,Remote,MX,L
2022,Deep Learning,DL/AI,us dolars,96735,96735.0,DE,MI,FL,In-person,CN,L
2020,Data Engineer,Data Engineer,us dolars,134396,134396.0,US,SE,FL,In-person,CN,S
2022,Data Scientist,Data Science,EUR,46375,49621.25,US,EN,PT,Remote,DE,S
2021,Data Analyst,Analysis,EUR,163783,199815.26,JP,EX,FT,Hybrid,DE,M
2020,Deep Learning,DL/AI,EUR,193509,228340.62,MX,EX,PT,Hybrid,DE,L
2021,Machine Learning,ML/AI,EUR,189094,230694.68,JP,EX,FL,In-person,DE,M
2020,Data Analyst,Analysis,EUR,39182,46234.759999999995,MX,EN,PT,Hybrid,DE,S
2022,Data Analyst,Analysis,us dolars,123177,123177.0,JP,SE,FT,Remote,CN,L
2020,Data Analyst,Analysis,us dolars,125066,125066.0,IN,SE,CT,In-person,US,L
2020,Data Engineer,Data Engineer,GBP,154401,200721.30000000002,IN,EX,PT,Remote,UK,M
2020,Statistician,Analysis ,us dolars,118148,118148.0,MX,SE,CT,Hybrid,CN,S
2020,AI Engineer,CV/AI,us dolars,133806,133806.0,US,SE,PT,Hybrid,CN,S
2020,Statistician,Analysis ,INR,173992,2348.892,IN,EN,FL,In-person,IN,M
2021,Statistician,Analysis ,us dolars,52144,52144.0,US,MI,FL,In-person,US,S
2020,Data Analyst,Analysis,JPY,150270,1412.538,DE,EN,CT,In-person,JP,S
2020,Data Engineer,Data Engineer,us dolars,163637,163637.0,UK,EX,PT,In-person,MX,S
2022,Data Scientist,Data Science,us dolars,118909,118909.0,US,SE,FL,In-person,US,S
2020,Data Engineer,Data Engineer,INR,185763,2507.8005,US,EN,CT,Hybrid,IN,M
2022,Statistician,Analysis ,us dolars,160661,160661.0,DE,EX,CT,Hybrid,CN,S
2021,Data Engineer,Data Engineer,us dolars,63799,63799.0,MX,MI,PT,In-person,US,S
2020,Data Analyst,Analysis,GBP,64510,83863.0,JP,MI,FL,In-person,UK,L
2022,Data Scientist,Data Science,EUR,117919,126173.33,CN,SE,CT,In-person,DE,S
2022,Data Analyst,Analysis,GBP,143043,175942.88999999998,MX,EX,FT,In-person,UK,M
2021,Data Scientist,Data Science,us dolars,190047,190047.0,JP,EX,FT,Remote,US,M
2020,Statistician,Analysis ,us dolars,83242,83242.0,JP,MI,FL,Hybrid,CN,M
2020,Data Scientist,Data Science,us dolars,76546,76546.0,MX,MI,FL,Remote,CN,S
2022,Data Scientist,Data Science,INR,184339,2304.2375,MX,EN,FT,Hybrid,IN,M
2020,Data Scientist,Data Science,JPY,99939,939.4266,US,EN,CT,Remote,JP,S
2022,Data Engineer,Data Engineer,GBP,151265,186055.95,US,EX,PT,In-person,UK,S
2020,Data Engineer,Data Engineer,INR,34897,471.10949999999997,IN,EN,CT,In-person,IN,L
2022,Statistician,Analysis ,JPY,161235,1386.621,IN,EN,FL,Remote,JP,L
2020,Data Scientist,Data Science,EUR,82540,97397.2,UK,MI,FL,In-person,DE,S
2021,Deep Learning,DL/AI,GBP,60030,82841.4,UK,MI,PT,In-person,UK,L
2020,Statistician,Analysis ,us dolars,85313,85313.0,CN,MI,CT,In-person,CN,M
2020,Data Scientist,Data Science,GBP,158070,205491.0,MX,EX,PT,Hybrid,UK,S
2021,Data Scientist,Data Science,us dolars,59870,59870.0,IN,MI,CT,Remote,CN,S
2020,Data Engineer,Data Engineer,us dolars,146565,146565.0,MX,SE,CT,Remote,CN,M
2021,Statistician,Analysis ,EUR,154703,188737.66,US,EX,FT,Remote,DE,S
2020,Data Scientist,Data Science,EUR,190554,224853.72,DE,EX,CT,In-person,DE,M
2022,Data Scientist,Data Science,us dolars,192130,192130.0,IN,EX,FL,Hybrid,US,S
2022,Statistician,Analysis ,JPY,87255,750.393,US,EN,FL,Remote,JP,L
2020,Machine Learning,ML/AI,INR,122407,1652.4945,MX,EN,FL,Hybrid,IN,M
2020,Statistician,Analysis ,us dolars,147952,147952.0,IN,SE,FT,Hybrid,MX,L
2020,Statistician,Analysis ,us dolars,187451,187451.0,JP,EX,PT,In-person,MX,M
2022,Machine Learning,ML/AI,EUR,139396,149153.72,IN,SE,FL,In-person,DE,M
2020,Statistician,Analysis ,us dolars,53674,53674.0,MX,MI,FL,Remote,US,M
2022,Data Scientist,Data Science,JPY,167662,1441.8932,MX,EN,PT,Remote,JP,M
2021,Statistician,Analysis ,JPY,192504,1751.7864000000002,CN,EN,FT,Remote,JP,S
2022,Deep Learning,DL/AI,GBP,70426,86623.98,MX,MI,CT,Remote,UK,M
